都道府県コード又は市区町村コード,NO,都道府県名,データ名称,データ概要,データ形式,分類,URL,ライセンス,掲載ページ名,掲載ページURL,データ提供所属,備考
230006,85,愛知県,蒲郡市,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c205004/c205004_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,86,愛知県,蟹江町,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c205003/c205003_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,87,愛知県,安城市,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c205002/c205002_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,88,愛知県,愛西市,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c205001/c205001_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,89,愛知県,阿久比町,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c205000/c20500_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,90,愛知県,あま市,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c204999/c204999_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,91,愛知県,図郭,津波災害情報マップ（詳細）,"zip(shp,shx,dbfなど)",くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c205044/c205044_shp.zip,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,河川課,データの最終更新日：サイトに記載
230006,92,愛知県,第一帯水層（csv：2.2KB）,地盤沈下観測所地下水位情報,csv,くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c200707/c200707.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課生活環境地盤対策室,データの最終更新日：サイトに記載
230006,93,愛知県,第二帯水層（csv：2.5KB）,地盤沈下観測所地下水位情報,csv,くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c200708/c200708.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課生活環境地盤対策室,データの最終更新日：サイトに記載
230006,94,愛知県,第三帯水層（csv：2.5KB）,地盤沈下観測所地下水位情報,csv,くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c200709/c200709.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課生活環境地盤対策室,データの最終更新日：サイトに記載
230006,95,愛知県,不圧帯水層 （csv：1.9KB）,地盤沈下観測所地下水位情報,csv,くらし・安全,https://profile.maps.pref.aichi.jp/map/files/opendata/c200710/c200710.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課生活環境地盤対策室,データの最終更新日：サイトに記載
230006,96,愛知県,指定緊急避難場所一覧,指定緊急避難場所一覧,XLSX,くらし・安全,https://www.pref.aichi.jp/opendata/hinanjo-opendata.html,CC BY,マップあいちオープンデータカタログサイト,https://www.pref.aichi.jp/opendata/hinanjo-opendata.html,防災機器管理課,ファイルの先頭行に記載
230006,97,愛知県,特別管理産業廃棄物処分業（最終処分）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203545/c203545.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,98,愛知県,産業廃棄物処分業（最終処分）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203546/c203546.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,99,愛知県,特別管理産業廃棄物積替保管施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203541/c203541.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,100,愛知県,特別管理産業廃棄物処分業（中間処理）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203542/c203542.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,101,愛知県,自動車リサイクル法破砕業事業場,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203583/c203583.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,102,愛知県,産業廃棄物処分業（中間処理）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c204048/c204048.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,103,愛知県,自動車リサイクル法解体業事業場,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203580/c203580.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,104,愛知県,産業廃棄物積替保管施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203581/c203581.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,105,愛知県,特別管理産業廃棄物処分業（中間処理）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203545/c203545.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,106,愛知県,産業廃棄物処分業（中間処理）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203546/c203546.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,107,愛知県,産業廃棄物積替保管施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203541/c203541.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,108,愛知県,特別管理産業廃棄物処分業（最終処分）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203542/c203542.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,109,愛知県,産業廃棄物処分業（最終処分）施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203583/c203583.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,110,愛知県,特別管理産業廃棄物積替保管施設,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c204048/c204048.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,111,愛知県,自動車リサイクル法破砕業事業場,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203580/c203580.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,112,愛知県,自動車リサイクル法解体業事業場,産業廃棄物処理業者等情報「見える化」マップ（令和５年２月28日現在）,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c203581/c203581.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,資源循環推進課,データの最終更新日：サイトに記載
230006,113,愛知県,地域境,流域モニタリング一斉調査結果マップ,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c201692/c201692.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課,データの最終更新日：サイトに記載
230006,114,愛知県,平成26年度流域モニタリング一斉調査結果,流域モニタリング一斉調査結果マップ,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c207771/c207771.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課,データの最終更新日：サイトに記載
230006,115,愛知県,平成27年度流域モニタリング一斉調査結果,流域モニタリング一斉調査結果マップ,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c207772/c207772.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課,データの最終更新日：サイトに記載
230006,116,愛知県,平成28年度流域モニタリング一斉調査結果,流域モニタリング一斉調査結果マップ,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c207773/c2077713csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課,データの最終更新日：サイトに記載
230006,117,愛知県,平成29年度流域モニタリング一斉調査結果,流域モニタリング一斉調査結果マップ,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c207774/c207774.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課,データの最終更新日：サイトに記載
230006,118,愛知県,平成30年度流域モニタリング一斉調査結果,流域モニタリング一斉調査結果マップ,csv,環境・まちづくり,https://profile.maps.pref.aichi.jp/map/files/opendata/c207775/c207775.csv,CC BY,マップあいちオープンデータカタログサイト,https://maps.pref.aichi.jp/opendata.html,水大気環境課,データの最終更新日：サイトに記載
